36,36,36,38,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36
36,36,36,38,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36
36,36,36,38,36,36,36,36,36,36,36,2,3,2,3,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36
36,36,36,38,36,36,36,36,36,36,36,11,29,38,12,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36
36,36,36,38,36,36,36,36,36,36,36,2,38,13,20,20,13,36,36,36,36,36,36,36,36,36,36,36,36,36
36,36,36,29,36,36,36,36,36,36,36,11,12,20,20,20,20,36,36,36,36,36,36,36,36,36,36,36,36,36
36,36,36,38,36,36,36,36,36,36,36,36,36,13,20,20,13,36,36,36,36,36,36,36,36,36,36,36,36,36
36,36,36,38,36,36,36,36,36,36,36,36,36,36,20,20,38,36,36,36,36,36,36,36,36,36,36,36,36,36
36,36,36,38,36,36,36,36,36,36,36,36,36,36,13,38,38,3,36,36,36,36,36,36,36,36,36,36,36,36
36,36,36,38,36,36,36,36,36,36,36,36,36,36,11,12,11,12,36,36,36,36,36,36,36,36,36,36,36,36
36,36,36,38,2,3,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36
36,36,36,38,38,12,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,2,3,36,36,36
36,36,2,29,38,38,38,38,38,38,38,38,38,38,38,38,38,38,38,29,38,38,38,38,38,38,12,36,36,36
36,36,11,12,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,2,38,38,36,36,36,36
36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,11,12,38,36,36,36,36
36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,38,36,36,36,36
36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,38,36,36,36,36
36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,38,36,36,36,36
36,36,36,36,0,1,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,38,36,36,36,36
36,36,36,36,9,10,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,38,36,36,36,36
