19,19,19,19,33,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19
19,19,19,19,33,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19
19,19,19,19,33,19,19,19,19,19,19,2,19,3,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19
19,19,19,19,33,19,19,19,2,19,19,11,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19
19,19,19,19,33,19,19,19,11,19,19,3,19,12,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19
19,19,19,19,33,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,2,3,19,19,19,19,19,19,19
19,19,19,19,33,19,19,19,19,19,19,12,19,19,19,19,19,19,19,19,19,19,12,19,19,19,19,19,19,19
19,19,19,19,33,19,19,19,19,11,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19
19,19,19,19,33,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19
19,19,19,19,33,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19
19,19,19,19,33,19,19,19,19,19,19,19,19,19,19,19,19,2,19,2,19,19,19,19,19,19,19,19,19,19
19,19,19,19,33,2,3,19,19,19,19,19,19,19,19,19,2,19,19,19,12,19,19,19,19,19,19,19,19,19
19,19,19,2,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,19,19,19,19,19,19
19,19,19,11,12,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,33,19,19,19,19,19,19
19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,33,19,19,19,19,19,19
19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,33,19,19,19,19,19,19
3,2,19,3,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,33,19,19,19,19,19,19
19,19,19,19,3,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,33,19,19,19,19,19,19
19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,33,19,19,19,19,19,19
19,19,19,19,12,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,33,19,19,19,19,19,19
