24,24,24,24,24,24,24,45,24,24,24,24,24,24,24,24,24,24,24,24,24,24,13,13,13,24,24,24,13,13
25,-1,-1,-1,-1,-1,-1,54,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,13,13,13,-1,-1,-1,13,13
25,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,45,-1,-1,45,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,13,13
25,-1,-1,-1,-1,-1,-1,-1,-1,13,13,13,-1,-1,54,48,49,54,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,26
25,-1,-1,-1,-1,-1,-1,-1,-1,13,13,13,26,24,24,57,58,24,24,25,-1,-1,45,-1,-1,-1,-1,-1,-1,26
25,-1,-1,-1,-1,-1,-1,-1,-1,13,13,13,26,-1,-1,-1,-1,-1,-1,25,-1,-1,54,-1,-1,-1,-1,-1,-1,26
25,-1,-1,-1,-1,-1,-1,-1,-1,13,13,13,26,-1,-1,-1,-1,-1,-1,25,-1,-1,-1,-1,-1,-1,45,-1,-1,26
25,-1,-1,-1,-1,-1,-1,-1,-1,13,-1,-1,26,-1,-1,-1,-1,-1,-1,25,-1,-1,-1,-1,-1,-1,54,-1,-1,26
25,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,26,-1,-1,-1,-1,-1,-1,25,-1,-1,-1,-1,-1,-1,-1,-1,-1,26
25,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,26,-1,-1,-1,-1,-1,-1,25,-1,-1,-1,-1,-1,-1,-1,-1,13,13
25,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,26,-1,-1,-1,-1,-1,-1,25,-1,-1,-1,-1,-1,-1,-1,-1,13,13
25,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,13,13
25,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,13
25,45,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,45,-1,26
25,54,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,54,-1,26
25,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,26
13,-1,13,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,26
13,13,13,13,-1,-1,-1,-1,-1,-1,-1,45,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,26
13,13,13,-1,-1,-1,-1,-1,-1,-1,-1,54,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,45,-1,-1,-1,-1,-1,-1,26
24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,54,24,24,24,24,24,24,24
